County,Registered Voters,Al Bartell (Ind)_Election Day Votes,Al Bartell (Ind)_Advanced Voting Votes,Al Bartell (Ind)_Absentee by Mail Votes,Al Bartell (Ind)_Provisional Votes,Al Bartell (Ind)_Choice Total,Allen Buckley (Ind)_Election Day Votes,Allen Buckley (Ind)_Advanced Voting Votes,Allen Buckley (Ind)_Absentee by Mail Votes,Allen Buckley (Ind)_Provisional Votes,Allen Buckley (Ind)_Choice Total,Doug Collins (Rep)_Election Day Votes,Doug Collins (Rep)_Advanced Voting Votes,Doug Collins (Rep)_Absentee by Mail Votes,Doug Collins (Rep)_Provisional Votes,Doug Collins (Rep)_Choice Total,John Fortuin (Grn)_Election Day Votes,John Fortuin (Grn)_Advanced Voting Votes,John Fortuin (Grn)_Absentee by Mail Votes,John Fortuin (Grn)_Provisional Votes,John Fortuin (Grn)_Choice Total,Derrick E. Grayson (Rep)_Election Day Votes,Derrick E. Grayson (Rep)_Advanced Voting Votes,Derrick E. Grayson (Rep)_Absentee by Mail Votes,Derrick E. Grayson (Rep)_Provisional Votes,Derrick E. Grayson (Rep)_Choice Total,Michael Todd Greene (Ind)_Election Day Votes,Michael Todd Greene (Ind)_Advanced Voting Votes,Michael Todd Greene (Ind)_Absentee by Mail Votes,Michael Todd Greene (Ind)_Provisional Votes,Michael Todd Greene (Ind)_Choice Total,Annette Davis Jackson (Rep)_Election Day Votes,Annette Davis Jackson (Rep)_Advanced Voting Votes,Annette Davis Jackson (Rep)_Absentee by Mail Votes,Annette Davis Jackson (Rep)_Provisional Votes,Annette Davis Jackson (Rep)_Choice Total,Deborah Jackson (Dem)_Election Day Votes,Deborah Jackson (Dem)_Advanced Voting Votes,Deborah Jackson (Dem)_Absentee by Mail Votes,Deborah Jackson (Dem)_Provisional Votes,Deborah Jackson (Dem)_Choice Total,Jamesia James (Dem)_Election Day Votes,Jamesia James (Dem)_Advanced Voting Votes,Jamesia James (Dem)_Absentee by Mail Votes,Jamesia James (Dem)_Provisional Votes,Jamesia James (Dem)_Choice Total,A. Wayne Johnson (Rep)_Election Day Votes,A. Wayne Johnson (Rep)_Advanced Voting Votes,A. Wayne Johnson (Rep)_Absentee by Mail Votes,A. Wayne Johnson (Rep)_Provisional Votes,A. Wayne Johnson (Rep)_Choice Total,Tamara Johnson-Shealey (Dem)_Election Day Votes,Tamara Johnson-Shealey (Dem)_Advanced Voting Votes,Tamara Johnson-Shealey (Dem)_Absentee by Mail Votes,Tamara Johnson-Shealey (Dem)_Provisional Votes,Tamara Johnson-Shealey (Dem)_Choice Total,Matt Lieberman (Dem)_Election Day Votes,Matt Lieberman (Dem)_Advanced Voting Votes,Matt Lieberman (Dem)_Absentee by Mail Votes,Matt Lieberman (Dem)_Provisional Votes,Matt Lieberman (Dem)_Choice Total,Kelly Loeffler (I) (Rep)_Election Day Votes,Kelly Loeffler (I) (Rep)_Advanced Voting Votes,Kelly Loeffler (I) (Rep)_Absentee by Mail Votes,Kelly Loeffler (I) (Rep)_Provisional Votes,Kelly Loeffler (I) (Rep)_Choice Total,Joy Felicia Slade (Dem)_Election Day Votes,Joy Felicia Slade (Dem)_Advanced Voting Votes,Joy Felicia Slade (Dem)_Absentee by Mail Votes,Joy Felicia Slade (Dem)_Provisional Votes,Joy Felicia Slade (Dem)_Choice Total,Brian Slowinski (Lib)_Election Day Votes,Brian Slowinski (Lib)_Advanced Voting Votes,Brian Slowinski (Lib)_Absentee by Mail Votes,Brian Slowinski (Lib)_Provisional Votes,Brian Slowinski (Lib)_Choice Total,Valencia Stovall (Ind)_Election Day Votes,Valencia Stovall (Ind)_Advanced Voting Votes,Valencia Stovall (Ind)_Absentee by Mail Votes,Valencia Stovall (Ind)_Provisional Votes,Valencia Stovall (Ind)_Choice Total,Ed Tarver (Dem)_Election Day Votes,Ed Tarver (Dem)_Advanced Voting Votes,Ed Tarver (Dem)_Absentee by Mail Votes,Ed Tarver (Dem)_Provisional Votes,Ed Tarver (Dem)_Choice Total,Kandiss Taylor (Rep)_Election Day Votes,Kandiss Taylor (Rep)_Advanced Voting Votes,Kandiss Taylor (Rep)_Absentee by Mail Votes,Kandiss Taylor (Rep)_Provisional Votes,Kandiss Taylor (Rep)_Choice Total,Raphael Warnock (Dem)_Election Day Votes,Raphael Warnock (Dem)_Advanced Voting Votes,Raphael Warnock (Dem)_Absentee by Mail Votes,Raphael Warnock (Dem)_Provisional Votes,Raphael Warnock (Dem)_Choice Total,Richard Dien Winfield (Dem)_Election Day Votes,Richard Dien Winfield (Dem)_Advanced Voting Votes,Richard Dien Winfield (Dem)_Absentee by Mail Votes,Richard Dien Winfield (Dem)_Provisional Votes,Richard Dien Winfield (Dem)_Choice Total,Total Votes
Montgomery,5463.0,6.0,9.0,1.0,0.0,16.0,7.0,4.0,2.0,0.0,13.0,458.0,659.0,149.0,0.0,1266.0,3.0,3.0,3.0,0.0,9.0,21.0,32.0,7.0,0.0,60.0,4.0,3.0,0.0,0.0,7.0,17.0,13.0,4.0,0.0,34.0,61.0,81.0,35.0,0.0,177.0,13.0,25.0,7.0,0.0,45.0,22.0,23.0,1.0,0.0,46.0,15.0,19.0,10.0,0.0,44.0,14.0,26.0,11.0,0.0,51.0,487.0,667.0,178.0,0.0,1332.0,6.0,8.0,3.0,0.0,17.0,7.0,7.0,0.0,0.0,14.0,2.0,0.0,1.0,0.0,3.0,0.0,3.0,2.0,0.0,5.0,48.0,52.0,6.0,0.0,106.0,141.0,237.0,204.0,0.0,582.0,3.0,5.0,3.0,0.0,11.0,3838.0
Morgan,14824.0,7.0,8.0,3.0,0.0,18.0,5.0,19.0,6.0,0.0,30.0,724.0,2380.0,396.0,2.0,3502.0,6.0,7.0,5.0,0.0,18.0,36.0,55.0,5.0,0.0,96.0,11.0,8.0,3.0,0.0,22.0,26.0,40.0,9.0,0.0,75.0,78.0,218.0,75.0,0.0,371.0,20.0,41.0,18.0,0.0,79.0,33.0,31.0,2.0,0.0,66.0,23.0,56.0,27.0,1.0,107.0,38.0,98.0,30.0,0.0,166.0,1008.0,2821.0,530.0,1.0,4360.0,7.0,29.0,7.0,0.0,43.0,21.0,25.0,11.0,0.0,57.0,5.0,12.0,4.0,0.0,21.0,1.0,11.0,6.0,0.0,18.0,20.0,56.0,2.0,0.0,78.0,302.0,1255.0,834.0,1.0,2392.0,11.0,32.0,3.0,0.0,46.0,11565.0
Murray,22284.0,26.0,25.0,8.0,0.0,59.0,34.0,41.0,11.0,0.0,86.0,1337.0,2969.0,487.0,0.0,4793.0,16.0,22.0,11.0,0.0,49.0,140.0,230.0,37.0,0.0,407.0,34.0,38.0,4.0,0.0,76.0,86.0,151.0,26.0,0.0,263.0,141.0,269.0,128.0,0.0,538.0,28.0,56.0,23.0,0.0,107.0,98.0,138.0,17.0,0.0,253.0,32.0,64.0,29.0,0.0,125.0,90.0,182.0,82.0,0.0,354.0,1884.0,3664.0,752.0,0.0,6300.0,29.0,36.0,7.0,0.0,72.0,24.0,75.0,13.0,0.0,112.0,11.0,6.0,3.0,0.0,20.0,9.0,12.0,21.0,0.0,42.0,83.0,153.0,21.0,0.0,257.0,137.0,340.0,288.0,0.0,765.0,12.0,19.0,22.0,0.0,53.0,14731.0
Muscogee,130878.0,61.0,97.0,98.0,0.0,256.0,75.0,107.0,128.0,0.0,310.0,2500.0,7205.0,2832.0,7.0,12544.0,50.0,78.0,98.0,0.0,226.0,182.0,300.0,113.0,2.0,597.0,63.0,97.0,45.0,1.0,206.0,148.0,306.0,83.0,2.0,539.0,1262.0,3472.0,1837.0,6.0,6577.0,397.0,1056.0,550.0,1.0,2004.0,126.0,211.0,54.0,0.0,391.0,375.0,1122.0,547.0,4.0,2048.0,430.0,1301.0,701.0,0.0,2432.0,3101.0,8699.0,3501.0,6.0,15307.0,208.0,539.0,153.0,0.0,900.0,173.0,219.0,96.0,0.0,488.0,61.0,119.0,53.0,0.0,233.0,106.0,298.0,273.0,0.0,677.0,150.0,212.0,60.0,0.0,422.0,3615.0,16606.0,12321.0,18.0,32560.0,138.0,325.0,167.0,1.0,631.0,79348.0
Newton,78994.0,56.0,35.0,45.0,0.0,136.0,82.0,36.0,59.0,0.0,177.0,3502.0,3026.0,1689.0,5.0,8222.0,52.0,23.0,50.0,0.0,125.0,203.0,164.0,71.0,4.0,442.0,50.0,34.0,18.0,1.0,103.0,182.0,119.0,63.0,1.0,365.0,1217.0,1841.0,1052.0,6.0,4116.0,402.0,527.0,419.0,0.0,1348.0,196.0,108.0,40.0,1.0,345.0,428.0,594.0,406.0,1.0,1429.0,342.0,479.0,254.0,1.0,1076.0,6188.0,4379.0,2873.0,3.0,13443.0,188.0,243.0,69.0,1.0,501.0,168.0,85.0,56.0,1.0,310.0,49.0,53.0,30.0,0.0,132.0,37.0,60.0,82.0,0.0,179.0,168.0,121.0,32.0,0.0,321.0,4089.0,8568.0,7782.0,11.0,20450.0,117.0,148.0,87.0,0.0,352.0,53572.0
Oconee,30071.0,10.0,20.0,10.0,0.0,40.0,20.0,25.0,17.0,0.0,62.0,939.0,4193.0,1032.0,1.0,6165.0,12.0,40.0,14.0,0.0,66.0,49.0,147.0,37.0,0.0,233.0,10.0,37.0,9.0,0.0,56.0,39.0,133.0,29.0,1.0,202.0,83.0,477.0,237.0,0.0,797.0,21.0,92.0,36.0,0.0,149.0,34.0,103.0,22.0,0.0,159.0,34.0,135.0,77.0,0.0,246.0,71.0,369.0,163.0,0.0,603.0,1551.0,6651.0,1711.0,1.0,9914.0,12.0,64.0,13.0,0.0,89.0,81.0,137.0,40.0,0.0,258.0,10.0,22.0,18.0,0.0,50.0,3.0,30.0,37.0,0.0,70.0,50.0,95.0,29.0,0.0,174.0,435.0,2896.0,2115.0,2.0,5448.0,8.0,67.0,53.0,0.0,128.0,24909.0
Oglethorpe,10844.0,7.0,8.0,1.0,0.0,16.0,4.0,9.0,14.0,0.0,27.0,367.0,1447.0,362.0,0.0,2176.0,5.0,8.0,3.0,0.0,16.0,29.0,68.0,12.0,0.0,109.0,5.0,9.0,6.0,0.0,20.0,23.0,39.0,13.0,0.0,75.0,54.0,142.0,83.0,0.0,279.0,20.0,22.0,19.0,0.0,61.0,20.0,39.0,9.0,0.0,68.0,22.0,43.0,29.0,0.0,94.0,23.0,77.0,31.0,1.0,132.0,540.0,1821.0,539.0,1.0,2901.0,3.0,22.0,6.0,0.0,31.0,15.0,44.0,15.0,0.0,74.0,3.0,9.0,8.0,0.0,20.0,2.0,6.0,12.0,0.0,20.0,29.0,64.0,10.0,0.0,103.0,289.0,810.0,620.0,1.0,1720.0,5.0,15.0,8.0,0.0,28.0,7970.0
Paulding,114945.0,51.0,106.0,64.0,1.0,222.0,75.0,148.0,82.0,0.0,305.0,2926.0,12088.0,3409.0,21.0,18444.0,61.0,108.0,83.0,0.0,252.0,322.0,701.0,190.0,2.0,1215.0,63.0,131.0,53.0,0.0,247.0,259.0,633.0,127.0,5.0,1024.0,681.0,2398.0,1146.0,9.0,4234.0,230.0,731.0,374.0,3.0,1338.0,214.0,484.0,62.0,2.0,762.0,249.0,801.0,370.0,4.0,1424.0,333.0,958.0,453.0,6.0,1750.0,5225.0,19788.0,5561.0,23.0,30597.0,149.0,366.0,88.0,1.0,604.0,241.0,391.0,126.0,1.0,759.0,50.0,97.0,57.0,0.0,204.0,25.0,79.0,77.0,0.0,181.0,236.0,603.0,91.0,1.0,931.0,2061.0,9639.0,7408.0,10.0,19118.0,54.0,209.0,112.0,0.0,375.0,83986.0
Peach,17996.0,12.0,18.0,7.0,0.0,37.0,8.0,20.0,10.0,1.0,39.0,291.0,1958.0,373.0,7.0,2629.0,6.0,12.0,5.0,0.0,23.0,26.0,95.0,10.0,0.0,131.0,7.0,12.0,4.0,1.0,24.0,18.0,58.0,10.0,0.0,86.0,147.0,470.0,161.0,1.0,779.0,42.0,135.0,66.0,0.0,243.0,19.0,53.0,5.0,0.0,77.0,38.0,148.0,58.0,0.0,244.0,39.0,152.0,44.0,0.0,235.0,523.0,2415.0,419.0,1.0,3358.0,17.0,65.0,5.0,0.0,87.0,18.0,49.0,10.0,1.0,78.0,8.0,13.0,3.0,0.0,24.0,5.0,30.0,23.0,0.0,58.0,17.0,60.0,5.0,1.0,83.0,502.0,2252.0,1275.0,3.0,4032.0,20.0,51.0,14.0,0.0,85.0,12352.0
Pickens,23766.0,24.0,6.0,4.0,0.0,34.0,17.0,9.0,13.0,0.0,39.0,2816.0,3417.0,947.0,5.0,7185.0,20.0,12.0,8.0,0.0,40.0,103.0,100.0,17.0,0.0,220.0,16.0,23.0,7.0,0.0,46.0,75.0,59.0,13.0,0.0,147.0,68.0,84.0,67.0,0.0,219.0,11.0,21.0,16.0,0.0,48.0,69.0,61.0,7.0,0.0,137.0,22.0,33.0,15.0,0.0,70.0,57.0,79.0,54.0,0.0,190.0,2655.0,2515.0,830.0,3.0,6003.0,16.0,19.0,12.0,0.0,47.0,76.0,41.0,10.0,0.0,127.0,22.0,4.0,2.0,0.0,28.0,5.0,7.0,5.0,0.0,17.0,73.0,57.0,2.0,0.0,132.0,456.0,760.0,860.0,0.0,2076.0,6.0,14.0,11.0,0.0,31.0,16836.0
Pierce,12717.0,10.0,16.0,6.0,0.0,32.0,5.0,16.0,7.0,0.0,28.0,623.0,2936.0,475.0,0.0,4034.0,3.0,7.0,4.0,0.0,14.0,42.0,137.0,14.0,0.0,193.0,12.0,20.0,4.0,0.0,36.0,24.0,90.0,8.0,0.0,122.0,23.0,121.0,51.0,0.0,195.0,7.0,42.0,19.0,0.0,68.0,39.0,90.0,18.0,0.0,147.0,15.0,37.0,16.0,0.0,68.0,8.0,81.0,32.0,0.0,121.0,366.0,2077.0,378.0,0.0,2821.0,6.0,24.0,7.0,0.0,37.0,15.0,25.0,10.0,0.0,50.0,3.0,5.0,2.0,0.0,10.0,4.0,3.0,3.0,0.0,10.0,49.0,238.0,21.0,0.0,308.0,45.0,262.0,171.0,0.0,478.0,5.0,5.0,4.0,0.0,14.0,8786.0
Pike,0.0,8.0,9.0,6.0,0.0,23.0,9.0,13.0,2.0,0.0,24.0,849.0,2342.0,341.0,0.0,3532.0,6.0,8.0,7.0,0.0,21.0,57.0,83.0,13.0,0.0,153.0,8.0,6.0,3.0,0.0,17.0,20.0,52.0,4.0,0.0,76.0,45.0,64.0,31.0,0.0,140.0,10.0,18.0,11.0,0.0,39.0,48.0,86.0,3.0,0.0,137.0,5.0,25.0,9.0,0.0,39.0,21.0,43.0,22.0,0.0,86.0,1255.0,3151.0,559.0,0.0,4965.0,8.0,14.0,4.0,0.0,26.0,23.0,24.0,5.0,0.0,52.0,4.0,7.0,3.0,0.0,14.0,5.0,5.0,4.0,0.0,14.0,27.0,56.0,3.0,0.0,86.0,200.0,504.0,414.0,0.0,1118.0,3.0,8.0,3.0,0.0,14.0,10576.0
Polk,24189.0,16.0,25.0,12.0,0.0,53.0,16.0,31.0,10.0,1.0,58.0,1014.0,3496.0,718.0,2.0,5230.0,10.0,13.0,14.0,0.0,37.0,95.0,167.0,26.0,3.0,291.0,21.0,45.0,0.0,0.0,66.0,60.0,128.0,18.0,0.0,206.0,94.0,281.0,103.0,0.0,478.0,35.0,89.0,41.0,0.0,165.0,64.0,120.0,14.0,1.0,199.0,39.0,89.0,34.0,1.0,163.0,72.0,168.0,60.0,0.0,300.0,1394.0,4680.0,860.0,8.0,6942.0,20.0,51.0,13.0,0.0,84.0,35.0,54.0,11.0,0.0,100.0,8.0,10.0,4.0,0.0,22.0,7.0,12.0,15.0,0.0,34.0,59.0,131.0,17.0,0.0,207.0,352.0,1217.0,757.0,5.0,2331.0,7.0,35.0,10.0,0.0,52.0,17018.0
Pulaski,5687.0,4.0,5.0,2.0,0.0,11.0,2.0,5.0,6.0,0.0,13.0,102.0,916.0,118.0,1.0,1137.0,1.0,1.0,3.0,0.0,5.0,9.0,31.0,5.0,0.0,45.0,1.0,3.0,1.0,0.0,5.0,2.0,15.0,0.0,0.0,17.0,32.0,101.0,49.0,0.0,182.0,9.0,24.0,9.0,0.0,42.0,12.0,18.0,1.0,0.0,31.0,10.0,34.0,8.0,0.0,52.0,8.0,33.0,9.0,0.0,50.0,190.0,1108.0,182.0,0.0,1480.0,5.0,12.0,3.0,0.0,20.0,4.0,9.0,1.0,0.0,14.0,1.0,3.0,2.0,0.0,6.0,1.0,5.0,2.0,0.0,8.0,8.0,23.0,1.0,0.0,32.0,91.0,488.0,236.0,0.0,815.0,2.0,10.0,2.0,0.0,14.0,3979.0
Putnam,16003.0,8.0,7.0,14.0,0.0,29.0,12.0,8.0,10.0,0.0,30.0,613.0,2228.0,752.0,1.0,3594.0,7.0,4.0,4.0,0.0,15.0,33.0,89.0,30.0,0.0,152.0,7.0,15.0,6.0,0.0,28.0,35.0,45.0,12.0,0.0,92.0,85.0,197.0,126.0,0.0,408.0,17.0,48.0,36.0,0.0,101.0,25.0,46.0,13.0,0.0,84.0,19.0,45.0,28.0,0.0,92.0,30.0,59.0,68.0,0.0,157.0,776.0,2466.0,966.0,0.0,4208.0,15.0,26.0,12.0,0.0,53.0,16.0,24.0,8.0,0.0,48.0,5.0,10.0,5.0,0.0,20.0,4.0,7.0,13.0,0.0,24.0,21.0,32.0,8.0,0.0,61.0,267.0,1096.0,1082.0,0.0,2445.0,19.0,22.0,12.0,0.0,53.0,11694.0
Quitman,1547.0,0.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,49.0,175.0,38.0,0.0,262.0,0.0,2.0,0.0,0.0,2.0,5.0,9.0,1.0,0.0,15.0,3.0,2.0,1.0,0.0,6.0,3.0,2.0,2.0,0.0,7.0,36.0,33.0,16.0,0.0,85.0,7.0,7.0,4.0,0.0,18.0,5.0,6.0,0.0,0.0,11.0,8.0,9.0,3.0,1.0,21.0,9.0,10.0,8.0,0.0,27.0,83.0,149.0,53.0,0.0,285.0,13.0,9.0,1.0,0.0,23.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,2.0,6.0,0.0,8.0,2.0,5.0,1.0,0.0,8.0,78.0,114.0,91.0,0.0,283.0,4.0,2.0,1.0,0.0,7.0,1077.0
Rabun,13072.0,9.0,9.0,10.0,0.0,28.0,9.0,19.0,11.0,0.0,39.0,649.0,2866.0,1061.0,0.0,4576.0,4.0,13.0,13.0,0.0,30.0,24.0,50.0,28.0,0.0,102.0,5.0,5.0,5.0,0.0,15.0,22.0,48.0,16.0,0.0,86.0,30.0,91.0,70.0,0.0,191.0,8.0,19.0,15.0,0.0,42.0,23.0,45.0,6.0,0.0,74.0,10.0,26.0,17.0,0.0,53.0,30.0,112.0,65.0,0.0,207.0,400.0,1490.0,585.0,0.0,2475.0,6.0,26.0,9.0,0.0,41.0,22.0,38.0,11.0,0.0,71.0,6.0,8.0,3.0,0.0,17.0,4.0,11.0,11.0,0.0,26.0,24.0,34.0,11.0,0.0,69.0,91.0,546.0,586.0,0.0,1223.0,5.0,5.0,11.0,0.0,21.0,9386.0
Randolph,4341.0,3.0,6.0,3.0,0.0,12.0,3.0,2.0,4.0,0.0,9.0,129.0,365.0,86.0,0.0,580.0,3.0,1.0,1.0,0.0,5.0,12.0,13.0,4.0,0.0,29.0,5.0,7.0,0.0,0.0,12.0,6.0,8.0,1.0,0.0,15.0,86.0,114.0,49.0,0.0,249.0,11.0,15.0,12.0,0.0,38.0,3.0,11.0,2.0,0.0,16.0,15.0,35.0,12.0,0.0,62.0,10.0,22.0,5.0,0.0,37.0,144.0,444.0,118.0,0.0,706.0,16.0,15.0,7.0,0.0,38.0,1.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,0.0,10.0,5.0,3.0,2.0,0.0,10.0,259.0,564.0,354.0,2.0,1179.0,3.0,5.0,2.0,0.0,10.0,3022.0
Richmond,134749.0,64.0,82.0,126.0,0.0,272.0,115.0,79.0,116.0,2.0,312.0,2704.0,4193.0,2169.0,10.0,9076.0,74.0,79.0,118.0,0.0,271.0,237.0,212.0,114.0,3.0,566.0,76.0,100.0,66.0,1.0,243.0,256.0,218.0,121.0,0.0,595.0,2157.0,3409.0,1884.0,29.0,7479.0,737.0,1216.0,739.0,17.0,2709.0,188.0,184.0,78.0,3.0,453.0,701.0,1080.0,594.0,11.0,2386.0,634.0,991.0,458.0,3.0,2086.0,4751.0,6840.0,3791.0,12.0,15394.0,359.0,530.0,136.0,5.0,1030.0,219.0,181.0,103.0,2.0,505.0,83.0,83.0,74.0,1.0,241.0,855.0,2524.0,3235.0,10.0,6624.0,160.0,178.0,58.0,0.0,396.0,5956.0,15249.0,13067.0,59.0,34331.0,227.0,348.0,195.0,5.0,775.0,85744.0
Rockdale,65505.0,29.0,48.0,41.0,0.0,118.0,32.0,55.0,40.0,0.0,127.0,748.0,2625.0,1036.0,3.0,4412.0,19.0,45.0,45.0,0.0,109.0,57.0,137.0,52.0,1.0,247.0,39.0,46.0,16.0,1.0,102.0,56.0,122.0,57.0,1.0,236.0,671.0,2523.0,901.0,8.0,4103.0,228.0,752.0,294.0,0.0,1274.0,43.0,88.0,24.0,0.0,155.0,240.0,843.0,309.0,3.0,1395.0,200.0,601.0,251.0,0.0,1052.0,1368.0,4146.0,1802.0,7.0,7323.0,128.0,360.0,62.0,1.0,551.0,64.0,110.0,34.0,0.0,208.0,31.0,58.0,25.0,0.0,114.0,18.0,99.0,71.0,0.0,188.0,63.0,105.0,28.0,0.0,196.0,2019.0,12792.0,7123.0,8.0,21942.0,76.0,211.0,71.0,2.0,360.0,44212.0
Schley,2882.0,0.0,2.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,5.0,137.0,651.0,74.0,1.0,863.0,1.0,2.0,0.0,0.0,3.0,5.0,27.0,2.0,0.0,34.0,3.0,4.0,3.0,0.0,10.0,6.0,23.0,1.0,0.0,30.0,9.0,41.0,16.0,0.0,66.0,2.0,8.0,1.0,0.0,11.0,4.0,21.0,0.0,0.0,25.0,3.0,11.0,2.0,0.0,16.0,4.0,11.0,2.0,0.0,17.0,127.0,567.0,80.0,0.0,774.0,2.0,10.0,1.0,0.0,13.0,3.0,4.0,2.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,8.0,20.0,1.0,0.0,29.0,44.0,153.0,118.0,0.0,315.0,0.0,0.0,0.0,0.0,0.0,2226.0
Screven,0.0,6.0,5.0,2.0,0.0,13.0,3.0,8.0,7.0,0.0,18.0,458.0,817.0,192.0,8.0,1475.0,3.0,4.0,3.0,0.0,10.0,33.0,49.0,6.0,0.0,88.0,8.0,4.0,3.0,0.0,15.0,20.0,22.0,5.0,0.0,47.0,111.0,211.0,98.0,2.0,422.0,36.0,57.0,20.0,0.0,113.0,23.0,40.0,3.0,0.0,66.0,35.0,70.0,24.0,0.0,129.0,35.0,67.0,25.0,1.0,128.0,645.0,1136.0,294.0,3.0,2078.0,9.0,21.0,5.0,0.0,35.0,8.0,17.0,2.0,0.0,27.0,2.0,5.0,0.0,0.0,7.0,4.0,8.0,9.0,0.0,21.0,26.0,27.0,2.0,0.0,55.0,369.0,774.0,538.0,4.0,1685.0,6.0,13.0,6.0,0.0,25.0,6457.0
Seminole,5936.0,7.0,10.0,2.0,0.0,19.0,9.0,8.0,8.0,0.0,25.0,430.0,688.0,145.0,0.0,1263.0,3.0,5.0,0.0,0.0,8.0,26.0,59.0,11.0,0.0,96.0,3.0,7.0,2.0,0.0,12.0,16.0,29.0,5.0,0.0,50.0,100.0,209.0,36.0,0.0,345.0,23.0,45.0,12.0,0.0,80.0,14.0,30.0,5.0,0.0,49.0,25.0,48.0,11.0,0.0,84.0,29.0,63.0,16.0,0.0,108.0,402.0,520.0,99.0,0.0,1021.0,11.0,22.0,4.0,0.0,37.0,7.0,6.0,1.0,0.0,14.0,2.0,6.0,1.0,0.0,9.0,3.0,9.0,6.0,0.0,18.0,25.0,20.0,3.0,0.0,48.0,65.0,222.0,132.0,0.0,419.0,8.0,19.0,11.0,0.0,38.0,3743.0
Spalding,45985.0,29.0,21.0,13.0,6.0,69.0,33.0,33.0,23.0,8.0,97.0,1743.0,3569.0,1341.0,205.0,6858.0,16.0,13.0,20.0,2.0,51.0,119.0,132.0,60.0,19.0,330.0,16.0,15.0,14.0,5.0,50.0,94.0,107.0,31.0,12.0,244.0,413.0,568.0,315.0,42.0,1338.0,154.0,164.0,130.0,22.0,470.0,96.0,95.0,19.0,7.0,217.0,133.0,184.0,117.0,19.0,453.0,140.0,164.0,120.0,7.0,431.0,2893.0,4658.0,1969.0,239.0,9759.0,73.0,96.0,21.0,6.0,196.0,99.0,47.0,24.0,12.0,182.0,18.0,17.0,15.0,2.0,52.0,9.0,19.0,23.0,2.0,53.0,88.0,90.0,24.0,9.0,211.0,1617.0,3339.0,3358.0,229.0,8543.0,37.0,35.0,30.0,7.0,109.0,29713.0
Stephens,0.0,5.0,21.0,5.0,0.0,31.0,6.0,23.0,10.0,0.0,39.0,760.0,4892.0,997.0,3.0,6652.0,9.0,18.0,7.0,0.0,34.0,34.0,127.0,21.0,0.0,182.0,8.0,11.0,2.0,0.0,21.0,33.0,91.0,23.0,0.0,147.0,54.0,217.0,120.0,0.0,391.0,24.0,72.0,31.0,0.0,127.0,26.0,71.0,5.0,0.0,102.0,18.0,55.0,26.0,0.0,99.0,30.0,131.0,61.0,0.0,222.0,298.0,1480.0,347.0,1.0,2126.0,13.0,36.0,5.0,0.0,54.0,25.0,44.0,16.0,0.0,85.0,7.0,13.0,3.0,0.0,23.0,3.0,13.0,9.0,0.0,25.0,29.0,67.0,7.0,0.0,103.0,136.0,597.0,411.0,0.0,1144.0,4.0,11.0,16.0,0.0,31.0,11638.0
Stewart,2893.0,2.0,2.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,2.0,94.0,244.0,51.0,1.0,390.0,0.0,1.0,1.0,0.0,2.0,7.0,12.0,1.0,0.0,20.0,3.0,6.0,1.0,0.0,10.0,3.0,2.0,0.0,0.0,5.0,61.0,85.0,37.0,0.0,183.0,14.0,14.0,9.0,0.0,37.0,1.0,4.0,2.0,0.0,7.0,9.0,17.0,5.0,0.0,31.0,29.0,29.0,6.0,0.0,64.0,95.0,175.0,53.0,4.0,327.0,7.0,11.0,4.0,0.0,22.0,3.0,2.0,0.0,0.0,5.0,2.0,2.0,1.0,0.0,5.0,2.0,3.0,1.0,2.0,8.0,2.0,4.0,0.0,0.0,6.0,156.0,318.0,285.0,5.0,764.0,2.0,6.0,5.0,0.0,13.0,1906.0
Sumter,17800.0,12.0,26.0,12.0,0.0,50.0,3.0,7.0,7.0,0.0,17.0,703.0,1655.0,370.0,7.0,2735.0,6.0,12.0,5.0,0.0,23.0,23.0,52.0,12.0,1.0,88.0,12.0,26.0,10.0,1.0,49.0,29.0,56.0,9.0,0.0,94.0,207.0,452.0,148.0,1.0,808.0,49.0,94.0,47.0,0.0,190.0,33.0,34.0,7.0,0.0,74.0,63.0,143.0,33.0,1.0,240.0,59.0,164.0,47.0,0.0,270.0,653.0,1468.0,428.0,4.0,2553.0,17.0,51.0,3.0,0.0,71.0,19.0,15.0,2.0,0.0,36.0,5.0,6.0,2.0,0.0,13.0,11.0,27.0,19.0,0.0,57.0,28.0,42.0,8.0,0.0,78.0,711.0,2129.0,1630.0,4.0,4474.0,19.0,26.0,13.0,0.0,58.0,11978.0
