county,ai_male_17.5,ai_female_17.5,ai_unknown_17.5,ap_male_17.5,ap_female_17.5,ap_unknown_17.5,bh_male_17.5,bh_female_17.5,bh_unknown_17.5,hp_male_17.5,hp_female_17.5,hp_unknown_17.5,wh_male_17.5,wh_female_17.5,wh_unknown_17.5,ot_male_17.5,ot_female_17.5,ot_unknown_17.5,uk_male_17.5,uk_female_17.5,uk_unknown_17.5,ai_male_18-24,ai_female_18-24,ai_unknown_18-24,ap_male_18-24,ap_female_18-24,ap_unknown_18-24,bh_male_18-24,bh_female_18-24,bh_unknown_18-24,hp_male_18-24,hp_female_18-24,hp_unknown_18-24,wh_male_18-24,wh_female_18-24,wh_unknown_18-24,ot_male_18-24,ot_female_18-24,ot_unknown_18-24,uk_male_18-24,uk_female_18-24,uk_unknown_18-24,ai_male_25-29,ai_female_25-29,ai_unknown_25-29,ap_male_25-29,ap_female_25-29,ap_unknown_25-29,bh_male_25-29,bh_female_25-29,bh_unknown_25-29,hp_male_25-29,hp_female_25-29,hp_unknown_25-29,wh_male_25-29,wh_female_25-29,wh_unknown_25-29,ot_male_25-29,ot_female_25-29,ot_unknown_25-29,uk_male_25-29,uk_female_25-29,uk_unknown_25-29,ai_male_30-34,ai_female_30-34,ai_unknown_30-34,ap_male_30-34,ap_female_30-34,ap_unknown_30-34,bh_male_30-34,bh_female_30-34,bh_unknown_30-34,hp_male_30-34,hp_female_30-34,hp_unknown_30-34,wh_male_30-34,wh_female_30-34,wh_unknown_30-34,ot_male_30-34,ot_female_30-34,ot_unknown_30-34,uk_male_30-34,uk_female_30-34,uk_unknown_30-34,ai_male_35-39,ai_female_35-39,ai_unknown_35-39,ap_male_35-39,ap_female_35-39,ap_unknown_35-39,bh_male_35-39,bh_female_35-39,bh_unknown_35-39,hp_male_35-39,hp_female_35-39,hp_unknown_35-39,wh_male_35-39,wh_female_35-39,wh_unknown_35-39,ot_male_35-39,ot_female_35-39,ot_unknown_35-39,uk_male_35-39,uk_female_35-39,uk_unknown_35-39,ai_male_40-44,ai_female_40-44,ai_unknown_40-44,ap_male_40-44,ap_female_40-44,ap_unknown_40-44,bh_male_40-44,bh_female_40-44,bh_unknown_40-44,hp_male_40-44,hp_female_40-44,hp_unknown_40-44,wh_male_40-44,wh_female_40-44,wh_unknown_40-44,ot_male_40-44,ot_female_40-44,ot_unknown_40-44,uk_male_40-44,uk_female_40-44,uk_unknown_40-44,ai_male_45-49,ai_female_45-49,ai_unknown_45-49,ap_male_45-49,ap_female_45-49,ap_unknown_45-49,bh_male_45-49,bh_female_45-49,bh_unknown_45-49,hp_male_45-49,hp_female_45-49,hp_unknown_45-49,wh_male_45-49,wh_female_45-49,wh_unknown_45-49,ot_male_45-49,ot_female_45-49,ot_unknown_45-49,uk_male_45-49,uk_female_45-49,uk_unknown_45-49,ai_male_50-54,ai_female_50-54,ai_unknown_50-54,ap_male_50-54,ap_female_50-54,ap_unknown_50-54,bh_male_50-54,bh_female_50-54,bh_unknown_50-54,hp_male_50-54,hp_female_50-54,hp_unknown_50-54,wh_male_50-54,wh_female_50-54,wh_unknown_50-54,ot_male_50-54,ot_female_50-54,ot_unknown_50-54,uk_male_50-54,uk_female_50-54,uk_unknown_50-54,ai_male_55-59,ai_female_55-59,ai_unknown_55-59,ap_male_55-59,ap_female_55-59,ap_unknown_55-59,bh_male_55-59,bh_female_55-59,bh_unknown_55-59,hp_male_55-59,hp_female_55-59,hp_unknown_55-59,wh_male_55-59,wh_female_55-59,wh_unknown_55-59,ot_male_55-59,ot_female_55-59,ot_unknown_55-59,uk_male_55-59,uk_female_55-59,uk_unknown_55-59,ai_male_60-64,ai_female_60-64,ai_unknown_60-64,ap_male_60-64,ap_female_60-64,ap_unknown_60-64,bh_male_60-64,bh_female_60-64,bh_unknown_60-64,hp_male_60-64,hp_female_60-64,hp_unknown_60-64,wh_male_60-64,wh_female_60-64,wh_unknown_60-64,ot_male_60-64,ot_female_60-64,ot_unknown_60-64,uk_male_60-64,uk_female_60-64,uk_unknown_60-64,ai_male_65+,ai_female_65+,ai_unknown_65+,ap_male_65+,ap_female_65+,ap_unknown_65+,bh_male_65+,bh_female_65+,bh_unknown_65+,hp_male_65+,hp_female_65+,hp_unknown_65+,wh_male_65+,wh_female_65+,wh_unknown_65+,ot_male_65+,ot_female_65+,ot_unknown_65+,uk_male_65+,uk_female_65+,uk_unknown_65+
Putnam County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,186,210,0,36,31,0,423,394,2,17,20,0,68,51,1,0,1,0,2,2,0,129,175,1,14,25,0,294,322,0,6,4,0,59,42,0,0,0,0,4,2,0,130,192,0,7,10,0,301,334,0,5,4,0,41,22,1,2,0,0,2,8,0,140,164,0,6,5,0,303,340,1,12,2,0,29,33,0,0,0,0,5,4,0,101,167,0,6,8,0,263,290,1,3,5,0,29,26,0,2,1,0,1,3,0,102,142,0,8,12,0,332,353,0,2,0,0,31,31,0,1,0,0,0,3,0,140,186,0,9,12,0,432,471,1,0,4,0,28,44,2,2,0,0,3,4,0,160,209,1,7,9,0,529,575,2,4,3,0,46,29,0,2,0,0,2,5,0,125,141,0,6,7,0,545,650,4,5,2,0,38,46,1,2,1,0,5,6,0,241,377,0,11,8,0,1982,2093,1,6,5,0,113,100,0
Quitman County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,18,40,0,2,1,0,20,18,0,1,1,0,7,3,0,0,2,0,0,0,0,27,33,0,1,0,0,18,17,0,0,0,0,3,0,0,0,0,0,0,0,0,17,34,0,0,0,0,15,17,0,3,0,0,1,6,0,0,1,0,0,0,0,26,31,0,0,2,0,11,16,0,0,0,0,2,2,0,0,0,0,0,0,0,15,28,0,0,0,0,15,17,0,0,0,0,1,1,0,0,0,0,0,1,0,13,22,0,0,0,0,25,20,0,0,1,0,3,3,0,0,0,0,0,1,0,30,25,0,0,1,0,23,25,0,0,1,0,5,3,0,1,0,0,0,0,0,26,35,0,1,1,0,32,45,0,1,2,0,4,5,0,0,0,0,1,0,0,23,35,0,0,2,0,37,32,0,0,0,0,3,3,0,3,4,0,1,1,0,66,102,0,2,0,0,193,196,0,0,0,0,10,7,0
Rabun County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,2,3,0,4,6,0,40,36,0,504,491,14,8,12,0,48,31,1,0,1,0,1,2,0,7,3,0,21,22,0,347,387,1,6,7,0,41,27,0,2,2,0,0,1,0,1,2,0,12,10,0,360,389,0,1,2,0,27,26,0,1,1,0,0,4,0,0,2,0,5,9,0,316,336,0,4,4,0,31,35,1,0,3,0,0,2,0,5,6,0,4,4,0,301,341,0,2,0,0,26,30,0,1,3,0,3,2,0,2,7,0,8,6,0,363,407,0,3,2,0,29,28,0,2,2,0,3,2,0,3,3,0,8,7,0,409,416,0,2,1,0,41,29,0,0,1,0,2,3,0,1,1,0,13,6,0,459,526,0,2,1,0,47,40,0,1,0,0,0,3,0,4,5,0,6,6,0,554,622,3,4,3,0,40,48,0,0,1,0,4,4,0,4,6,0,7,5,0,1967,2221,0,3,6,0,134,129,0
Randolph County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,111,159,2,0,2,0,57,60,0,4,2,0,19,15,6,1,0,0,2,1,0,74,108,2,0,1,0,58,55,0,0,0,0,2,5,1,1,0,0,1,0,0,78,123,1,1,1,0,47,63,0,0,1,0,7,12,1,0,0,0,0,0,0,77,111,0,0,1,0,47,48,0,1,0,0,9,5,0,0,1,0,0,0,0,79,109,0,1,4,0,42,46,0,1,0,0,9,4,0,0,0,0,0,0,0,58,80,0,1,1,0,59,59,0,0,1,0,5,7,0,0,2,0,0,0,0,69,106,0,1,0,0,60,58,0,2,1,0,9,6,0,0,1,0,0,1,0,93,154,0,2,0,0,81,85,0,0,0,0,7,5,0,0,0,0,1,0,0,104,137,0,1,0,0,75,91,0,0,1,0,7,9,0,0,0,0,0,2,0,205,315,0,1,1,0,312,348,0,0,3,0,17,14,0
Richmond County,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,1,83,117,1,4369,4904,94,213,223,0,2098,2324,26,297,376,3,756,613,40,16,16,0,100,114,3,3184,4254,62,203,234,0,2279,2311,23,247,292,2,773,655,44,18,18,0,80,91,0,3127,4204,39,146,151,1,1943,2051,8,213,259,1,680,617,35,14,17,1,73,53,0,2642,3633,20,100,121,1,1615,1648,3,129,190,3,630,571,15,8,19,0,40,48,0,2435,3357,21,70,104,1,1274,1422,5,113,124,2,512,469,25,13,10,0,49,51,0,2241,2949,15,81,98,0,1365,1460,3,66,97,0,487,421,10,9,11,0,40,53,0,2193,3043,17,71,85,1,1386,1599,2,54,82,0,484,482,21,11,13,0,48,69,1,2556,3503,16,62,87,1,1786,1942,8,58,86,2,488,536,19,3,16,0,31,63,0,2675,3407,12,83,80,0,1820,2104,9,48,80,0,510,474,15,15,12,0,75,221,1,5163,7303,26,100,135,1,5154,6610,10,89,157,1,879,1065,29
Rockdale County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,64,68,0,2627,2772,23,320,284,0,815,793,7,148,193,2,425,315,9,13,9,0,38,44,0,1682,1800,3,126,149,1,661,655,1,104,99,0,330,348,9,7,6,0,28,40,0,1329,1728,3,76,117,0,641,596,1,73,113,0,263,294,3,4,5,0,22,30,0,1097,1648,3,64,83,0,489,534,1,60,73,0,273,321,1,7,6,0,24,39,1,1133,1797,1,62,68,1,478,520,2,53,82,0,251,333,4,7,3,0,27,50,0,1428,2013,1,58,65,1,532,577,1,58,81,0,250,313,1,6,9,0,27,37,0,1497,1945,4,68,60,0,679,761,0,47,61,0,306,353,2,4,4,0,20,36,0,1508,1886,1,59,65,0,882,1052,0,42,55,0,306,324,0,4,5,0,41,27,0,1086,1440,2,36,38,0,973,1079,1,28,32,0,262,277,2,14,9,0,81,88,0,2000,2756,4,72,67,0,2935,3431,5,52,68,2,534,706,0
Schley County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,25,0,3,11,0,150,129,1,3,3,1,16,12,0,0,0,0,0,0,0,28,17,0,1,1,0,66,83,0,1,2,0,5,9,0,0,0,0,0,1,0,10,24,0,1,6,0,73,92,0,0,1,0,5,4,0,0,0,0,1,0,0,9,22,0,1,0,0,89,102,0,1,0,0,3,4,0,0,0,0,0,2,0,8,18,0,2,2,0,84,117,0,1,0,0,8,3,0,0,0,0,0,3,0,15,21,0,1,1,0,96,103,0,1,1,0,4,2,0,0,0,0,0,1,0,19,20,0,1,0,0,117,122,1,1,0,0,3,3,0,0,0,0,0,1,0,17,27,0,0,1,0,103,74,0,1,0,0,0,1,0,1,0,0,1,1,0,24,37,0,1,1,0,75,83,0,1,0,0,4,5,0,0,1,0,1,0,0,53,88,0,1,3,0,203,260,0,0,0,0,2,2,0
Screven County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,155,165,1,11,4,0,200,232,1,4,4,0,86,90,0,0,1,0,1,1,0,130,172,0,2,2,0,196,176,1,6,3,0,48,37,0,0,0,0,0,1,0,135,192,0,2,0,0,188,225,0,5,2,0,32,22,0,1,2,0,2,5,0,140,142,0,1,0,0,173,182,0,0,1,0,23,23,0,0,0,0,4,0,0,127,138,0,1,3,0,204,195,0,1,0,0,32,24,0,0,0,0,2,0,0,112,136,0,2,4,0,179,193,1,4,4,0,19,27,0,1,1,0,1,1,0,108,137,0,1,0,0,195,226,0,2,3,0,41,22,0,0,1,0,0,0,0,151,170,0,1,3,0,226,274,0,1,0,0,32,23,1,0,2,0,0,3,0,130,205,0,3,0,0,219,258,0,0,0,0,24,31,0,3,1,0,0,4,0,337,440,0,2,2,0,722,811,3,2,5,0,66,69,0
Seminole County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,0,89,107,0,3,7,0,149,148,1,6,7,0,36,27,0,2,0,0,0,0,0,80,120,0,4,4,0,103,102,0,2,2,0,17,8,0,0,1,0,1,0,0,69,103,0,3,5,0,107,111,0,0,0,0,16,7,0,0,1,0,0,0,0,72,95,0,0,1,0,112,116,0,0,1,0,3,15,0,0,1,0,0,1,0,49,83,0,1,2,0,113,125,0,0,2,0,6,12,0,0,1,0,1,0,0,57,71,0,1,2,0,114,118,0,2,0,0,7,8,0,0,0,0,1,1,0,69,85,0,3,3,0,161,137,0,1,1,0,9,9,1,0,0,0,0,2,0,70,85,0,0,1,0,141,180,0,2,3,0,9,10,0,0,0,0,0,0,0,64,113,0,1,1,0,180,189,0,2,2,0,11,9,0,0,0,0,1,1,0,146,224,0,1,2,0,619,688,0,1,3,0,21,27,0
Spalding County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,14,27,0,852,1017,8,98,117,1,1268,1229,7,70,71,0,221,201,3,6,5,0,8,14,0,670,836,1,50,69,0,1030,1086,1,36,43,0,181,127,5,2,4,0,16,11,0,590,867,1,43,56,0,981,1017,1,28,31,0,142,139,0,7,7,0,5,10,0,528,756,1,25,38,0,886,900,1,32,26,0,142,104,1,4,4,0,11,8,0,489,722,1,32,42,0,822,906,2,24,25,0,109,97,0,3,2,0,9,14,0,518,700,1,26,24,0,897,1033,2,19,22,0,115,89,0,5,1,0,10,9,0,536,684,1,29,37,0,1038,1082,1,12,17,0,120,116,0,3,4,0,9,19,0,507,700,1,21,27,0,1112,1311,2,12,20,0,119,119,0,0,3,0,4,13,0,477,637,2,16,13,0,1119,1250,1,12,22,0,107,128,4,6,4,0,15,29,0,881,1421,1,28,31,0,3551,4407,7,31,18,0,282,317,11
Stephens County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,11,12,0,89,91,0,31,25,0,765,752,6,30,42,0,111,78,2,0,2,0,7,5,0,88,89,0,12,12,0,552,569,3,12,15,0,61,37,0,1,4,0,6,4,0,80,83,0,12,10,0,529,564,1,6,12,0,43,41,0,3,1,0,3,7,0,61,78,0,4,7,0,463,538,0,7,2,0,42,45,0,4,2,0,4,5,0,66,59,0,7,12,1,521,529,0,2,1,0,46,43,1,1,1,0,4,7,0,61,77,0,4,3,0,522,534,0,3,3,0,33,41,1,1,1,0,2,9,0,74,72,0,9,10,0,538,624,0,2,3,0,51,42,0,1,1,0,5,2,0,71,82,0,3,2,0,584,659,1,2,6,0,42,43,0,2,3,0,8,3,0,57,78,0,4,5,0,631,717,1,3,4,0,53,54,0,2,0,0,6,7,0,146,223,0,10,8,0,1930,2163,1,4,9,0,110,124,1
Stewart County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,77,1,4,1,0,37,33,1,4,1,0,8,7,0,0,0,0,1,0,0,62,77,0,0,0,0,43,44,0,2,0,0,6,2,0,0,0,0,0,0,0,46,72,0,1,0,0,41,28,0,0,0,0,3,6,0,0,0,0,0,1,0,44,65,0,0,0,0,26,31,0,0,1,0,6,4,0,0,0,0,0,0,0,60,65,0,0,1,0,36,29,0,1,0,0,6,2,0,0,0,0,0,0,0,55,70,1,0,0,0,37,33,0,1,0,0,3,3,0,0,0,0,0,1,0,60,92,0,1,0,0,41,35,0,2,1,1,2,9,0,0,0,0,0,0,0,97,80,0,0,0,0,56,47,0,1,1,0,6,9,0,2,0,0,0,0,0,84,85,0,1,0,0,48,57,0,0,0,0,8,3,0,0,0,0,1,1,0,177,256,0,1,1,0,176,189,0,0,0,0,8,9,0
Sumter County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,6,0,501,616,4,28,39,0,360,346,8,15,17,0,106,70,2,0,0,0,10,10,0,380,519,0,14,19,0,280,263,1,7,11,0,27,29,0,0,1,0,5,6,0,340,448,1,8,14,0,273,278,0,8,5,0,22,25,0,1,0,0,5,4,0,300,432,0,8,11,0,250,257,0,5,6,0,32,16,0,0,0,0,4,6,0,286,437,0,10,7,0,203,261,0,7,7,0,21,18,2,1,0,0,4,5,0,274,406,0,8,6,0,268,284,0,5,3,0,32,30,0,0,0,0,9,9,0,313,430,1,8,7,0,285,338,1,2,4,0,25,35,0,0,0,0,3,7,0,312,430,0,4,5,0,345,359,0,2,4,0,24,32,0,1,1,0,4,5,0,263,425,1,5,7,0,349,399,0,4,2,0,25,24,0,2,2,0,6,6,0,604,1028,0,6,9,0,1203,1505,0,8,9,0,47,41,0
Talbot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,106,126,0,2,2,0,59,82,0,3,9,1,17,11,0,0,1,0,0,0,0,94,99,0,2,0,0,46,51,0,1,0,0,11,6,0,0,1,0,0,0,0,58,93,0,0,1,0,55,45,0,5,1,0,11,8,0,1,1,0,1,0,0,76,72,0,1,1,0,40,52,0,1,1,0,6,14,0,2,0,0,0,2,0,77,82,0,1,1,0,56,45,0,1,0,0,13,2,0,0,0,0,0,1,0,86,103,0,0,4,0,60,61,0,0,0,0,12,1,0,0,1,0,0,0,0,88,119,0,5,1,0,71,85,0,1,0,0,7,4,0,0,0,0,0,1,0,103,145,0,1,2,0,99,105,0,2,4,0,10,7,0,0,0,0,1,0,0,115,149,0,1,3,0,106,104,0,1,1,0,9,9,0,0,1,0,0,1,0,243,378,0,0,3,0,324,338,0,0,1,1,19,13,0
Taliaferro County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,22,0,3,1,0,18,13,0,1,2,0,1,3,0,0,0,0,0,0,0,26,17,0,0,2,0,15,9,0,3,0,0,1,1,0,0,0,0,0,0,0,19,21,0,2,0,0,13,13,0,1,0,0,2,0,0,0,0,0,0,0,0,25,18,0,1,0,0,14,16,0,0,1,0,2,1,1,0,0,0,0,0,0,25,26,0,0,0,0,16,13,0,0,0,0,3,1,0,0,0,0,0,0,0,25,25,0,0,0,0,9,12,0,0,1,0,4,5,0,0,0,0,0,0,0,29,26,0,0,0,0,18,19,0,0,0,0,0,2,0,0,0,0,0,0,0,36,39,0,0,0,0,33,26,0,0,0,0,1,0,0,0,0,0,0,0,0,36,36,0,0,0,0,24,19,0,0,0,0,3,1,0,0,0,0,0,1,0,95,104,0,1,0,0,91,107,0,0,0,0,10,5,0
Tattnall County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,2,0,95,110,0,42,65,1,374,381,4,18,15,0,166,114,2,0,0,0,1,2,0,81,107,1,29,43,0,290,302,3,5,5,0,65,55,1,0,0,0,1,2,0,84,113,3,19,26,0,260,338,1,9,9,0,49,50,0,0,1,0,0,1,0,74,125,1,10,12,0,302,317,0,1,9,0,41,37,0,0,0,0,1,4,0,86,111,0,13,16,0,281,323,1,5,1,0,51,36,0,0,0,0,3,3,0,73,106,0,9,20,0,317,357,0,4,2,0,43,40,0,2,1,0,1,0,0,85,101,0,8,11,0,352,350,0,2,2,0,28,27,0,0,0,0,2,4,0,98,140,0,11,15,0,384,407,0,2,4,0,33,49,1,3,2,0,4,1,0,111,112,1,7,7,0,381,389,0,2,1,0,43,35,1,2,1,0,3,8,0,213,279,0,16,11,0,927,1178,2,6,2,0,89,70,3
Taylor County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,93,94,2,5,4,0,164,177,4,6,3,0,41,24,0,0,0,0,0,1,0,81,82,1,2,3,0,104,116,1,1,3,0,25,13,0,0,0,0,3,0,0,61,86,0,2,8,0,104,94,0,2,1,0,20,14,0,0,0,0,0,0,0,59,67,0,1,3,0,92,88,0,1,2,0,9,14,0,0,0,0,1,0,0,52,77,0,2,1,0,96,108,0,0,2,0,7,11,0,0,0,0,1,1,0,49,83,0,2,3,0,146,143,0,0,0,0,12,12,0,0,0,0,1,0,0,71,89,0,0,1,0,128,130,0,2,0,0,21,4,0,0,0,0,1,0,0,76,102,0,0,2,0,162,164,0,0,1,0,7,15,1,0,1,0,0,0,0,88,111,0,2,2,0,140,135,0,0,0,0,12,12,0,0,0,0,1,2,0,166,274,0,2,1,0,386,452,0,0,0,0,17,29,0
Telfair County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,93,109,1,2,2,1,179,189,0,7,4,0,55,42,0,0,0,0,0,1,0,75,95,0,1,3,0,115,113,0,4,4,0,17,22,0,2,0,0,3,0,0,52,90,0,2,5,0,99,132,0,2,2,0,11,8,0,0,1,0,0,1,0,66,78,0,4,4,0,126,114,0,2,1,0,6,13,0,0,0,0,0,0,0,50,110,0,3,1,0,122,131,0,2,0,0,10,11,0,0,1,0,0,0,0,57,72,0,1,3,0,135,163,0,0,1,0,9,6,2,0,0,0,2,1,0,72,79,0,2,2,0,160,152,0,0,0,0,7,6,0,0,1,0,3,2,0,88,92,1,0,1,0,160,191,1,1,0,0,17,8,2,0,1,0,2,1,0,89,115,0,0,0,0,170,179,1,0,1,0,13,10,2,3,1,0,1,0,0,195,255,1,4,2,0,500,568,1,1,5,0,22,29,1
Terrell County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,229,232,1,3,5,0,96,90,2,1,5,0,36,32,1,1,0,0,1,0,0,163,183,2,2,3,0,69,73,0,3,2,0,7,13,0,0,1,0,0,1,0,152,178,0,0,5,0,74,69,0,4,3,0,9,11,0,0,0,0,2,0,0,115,165,2,1,1,0,72,66,1,5,4,0,9,11,0,0,0,0,2,0,0,109,153,0,2,0,0,58,69,0,2,0,0,12,11,0,1,2,0,0,1,0,107,122,0,0,1,0,93,64,0,2,2,0,21,12,0,1,0,0,4,1,0,127,164,0,2,1,0,98,106,0,2,2,0,16,14,0,0,0,0,0,0,0,149,214,0,0,1,0,120,118,0,1,0,0,21,20,0,0,0,0,0,1,0,134,180,0,2,1,0,118,131,0,1,2,0,17,14,0,0,0,0,2,2,0,293,466,1,1,2,0,443,477,1,4,1,0,39,42,0
Thomas County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,19,16,0,498,620,4,34,42,0,829,849,11,32,32,0,160,135,0,2,8,0,7,9,0,355,506,2,16,23,0,615,665,0,19,18,0,102,91,2,2,1,0,3,7,0,318,482,0,11,23,0,629,683,0,5,13,0,69,75,0,3,0,0,9,12,0,314,451,0,12,14,0,680,705,4,14,13,0,87,80,0,3,3,0,13,6,0,286,456,1,12,14,0,608,654,2,12,12,0,76,80,1,1,1,0,6,9,0,306,484,0,5,11,0,610,682,1,6,5,0,64,75,0,1,1,0,8,7,0,325,447,1,9,11,0,703,795,1,7,4,0,57,60,0,5,2,0,8,10,0,400,542,0,7,7,0,726,843,1,8,9,0,89,71,3,2,3,0,5,5,0,361,529,0,5,7,0,722,859,2,3,4,0,85,78,1,1,4,0,13,16,0,778,1150,0,10,22,0,2234,2827,2,7,12,0,144,200,0
Tift County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,22,16,0,403,487,7,196,191,3,771,822,5,40,33,1,80,82,7,1,0,0,9,11,0,277,402,2,70,87,0,549,599,4,14,20,0,60,71,6,0,0,0,6,5,0,279,423,1,50,66,0,523,634,0,16,10,0,64,47,1,1,0,0,7,13,0,251,338,3,40,36,1,518,620,3,7,15,0,32,59,1,1,0,0,7,9,0,247,368,1,26,39,0,538,581,0,5,14,0,46,48,0,0,1,0,15,19,0,244,330,1,19,21,0,577,618,1,1,6,0,47,35,1,1,2,0,12,10,0,214,316,0,22,17,0,628,659,1,4,8,0,45,25,0,1,2,0,12,11,1,245,308,1,23,16,0,581,702,1,6,4,0,49,30,1,1,1,0,8,5,0,220,313,0,13,12,0,612,733,2,1,4,0,44,39,0,2,5,0,15,13,0,431,679,2,21,19,0,1718,2198,3,8,14,0,71,96,2
Toombs County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,198,249,3,71,82,1,475,536,10,14,28,0,176,130,1,0,0,0,5,1,0,128,205,0,38,43,0,315,393,1,9,19,0,89,61,1,1,0,0,3,2,0,133,200,0,21,43,0,372,405,1,5,12,0,61,41,1,2,0,0,4,4,0,127,198,0,19,25,0,336,407,0,4,5,0,49,43,1,1,0,0,4,6,0,118,186,0,9,23,0,393,412,0,10,2,0,42,40,0,0,2,0,1,1,0,120,170,0,16,20,0,381,415,0,3,7,0,34,46,0,1,0,0,5,6,0,115,162,1,14,8,0,395,455,0,3,9,0,42,36,0,1,0,0,6,1,0,129,197,0,11,10,0,433,502,1,3,2,0,44,39,0,0,2,0,3,5,0,140,168,0,9,8,0,482,512,0,4,6,0,52,46,0,0,1,0,7,11,0,282,424,0,11,7,0,1257,1638,2,6,17,0,107,112,1
Towns County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,0,5,10,0,8,11,0,298,317,2,5,5,0,25,22,0,2,0,0,0,1,0,2,1,0,3,7,0,210,223,1,2,3,0,13,13,0,0,0,0,2,2,0,2,1,0,1,5,0,206,228,0,5,3,0,14,13,0,1,0,0,1,2,0,0,0,0,1,3,0,202,204,0,2,5,0,12,11,0,0,0,0,1,2,0,0,2,0,4,4,0,189,204,0,2,1,0,13,13,0,0,0,0,1,2,0,0,2,0,3,3,1,227,264,0,4,0,0,17,12,0,0,1,0,2,2,0,0,2,0,2,2,0,310,314,1,1,3,0,22,12,0,1,0,0,2,1,0,2,2,0,2,10,0,392,412,1,4,3,0,22,24,0,0,1,0,0,0,0,1,1,0,3,7,0,462,568,0,6,6,0,28,27,0,0,0,0,4,4,0,4,0,0,7,7,0,1933,2253,2,12,13,0,95,100,0
Treutlen County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,67,76,0,2,1,0,126,134,0,1,1,0,23,25,0,0,1,0,0,1,0,48,61,0,2,3,0,111,95,0,0,2,0,3,13,0,0,0,0,1,0,0,41,51,0,1,0,0,100,90,0,0,2,0,10,7,0,0,0,0,0,0,0,32,64,0,1,1,0,102,120,0,0,1,0,8,12,0,0,0,0,0,0,0,27,62,0,1,1,0,115,112,0,1,0,0,11,4,1,0,0,0,0,1,0,35,59,0,0,0,0,106,102,0,0,2,0,9,7,0,0,0,0,0,0,0,51,60,0,1,0,0,118,109,0,1,0,0,5,4,0,0,0,0,0,0,0,56,59,0,1,2,0,126,118,0,0,1,0,10,4,1,1,0,0,0,1,0,45,66,0,2,0,0,125,138,0,0,0,0,13,5,0,0,0,0,1,1,0,107,157,0,0,0,0,333,402,2,1,0,0,12,11,0
